trade_date,nav,daily_ret,nav_long,nav_short,long_ret,short_ret
20230103,0.969454,-0.030546,1.010360,0.965094,0.010360,-0.034906
20230104,0.972130,0.002760,1.015879,0.962486,0.005462,-0.002703
20230105,0.980505,0.008615,1.022621,0.964390,0.006636,0.001979
20230106,0.991122,0.010828,1.012476,0.984400,-0.009920,0.020748
20230109,0.987967,-0.003183,1.016598,0.977259,0.004071,-0.007254
20230110,0.979316,-0.008756,1.015111,0.970131,-0.001463,-0.007294
20230111,0.987799,0.008662,1.007502,0.985807,-0.007496,0.016159
20230112,0.999706,0.012053,1.006514,0.998656,-0.000981,0.013034
20230113,1.025736,0.026038,1.019558,1.011716,0.012961,0.013078
20230116,1.051963,0.025569,1.034940,1.022322,0.015086,0.010482
20230117,1.060730,0.008334,1.031175,1.034561,-0.003638,0.011972
20230118,1.071464,0.010119,1.030140,1.046069,-0.001004,0.011123
20230119,1.100588,0.027181,1.040829,1.063647,0.010377,0.016804
20230120,1.094882,-0.005184,1.049256,1.049521,0.008096,-0.013281
20230130,1.073899,-0.019164,1.057546,1.021116,0.007901,-0.027065
20230131,1.062599,-0.010522,1.057263,1.010645,-0.000267,-0.010255
20230201,1.049387,-0.012434,1.075798,0.988548,0.017531,-0.021864
20230202,1.064150,0.014068,1.079436,0.999112,0.003382,0.010686
20230203,1.061396,-0.002587,1.082603,0.993596,0.002933,-0.005521
20230206,1.066575,0.004879,1.085710,0.995592,0.002870,0.002009
20230207,1.069102,0.002370,1.087313,0.996481,0.001477,0.000893
20230208,1.075923,0.006380,1.086653,1.003444,-0.000607,0.006988
20230209,1.080597,0.004344,1.102423,0.993241,0.014512,-0.010168
20230210,1.106587,0.024051,1.115966,1.004928,0.012285,0.011767
20230213,1.100481,-0.005518,1.129544,0.987156,0.012167,-0.017685
20230214,1.107151,0.006060,1.129960,0.992775,0.000368,0.005693
20230215,1.110751,0.003252,1.138968,0.988089,0.007972,-0.004720
20230216,1.130605,0.017874,1.118733,1.023305,-0.017766,0.035640
20230217,1.130717,0.000099,1.107945,1.033273,-0.009643,0.009742
20230220,1.118441,-0.010856,1.119016,1.011731,0.009992,-0.020849
20230221,1.126039,0.006793,1.119078,1.018548,0.000056,0.006738
20230222,1.125669,-0.000329,1.119837,1.017522,0.000678,-0.001007
20230223,1.120216,-0.004844,1.113631,1.018232,-0.005542,0.000698
20230224,1.137861,0.015752,1.114178,1.033771,0.000491,0.015261
20230227,1.133208,-0.004089,1.103170,1.039757,-0.009880,0.005790
20230228,1.133570,0.000319,1.118653,1.025495,0.014035,-0.013716
20230301,1.120316,-0.011692,1.142344,1.001600,0.021178,-0.023302
20230302,1.127905,0.006774,1.141371,1.009238,-0.000852,0.007627
20230303,1.139630,0.010395,1.132825,1.027286,-0.007488,0.017883
20230306,1.138069,-0.001370,1.134452,1.024404,0.001436,-0.002806
20230307,1.121498,-0.014561,1.111338,1.030360,-0.020375,0.005814
20230308,1.133850,0.011013,1.131670,1.022857,0.018295,-0.007282
20230309,1.148572,0.012985,1.143092,1.025815,0.010093,0.002891
20230310,1.165984,0.015160,1.134759,1.048844,-0.007290,0.022450
20230313,1.166752,0.000659,1.144470,1.040558,0.008559,-0.007900
20230314,1.179386,0.010828,1.130885,1.064177,-0.011871,0.022698
20230315,1.199857,0.017358,1.134645,1.079111,0.003325,0.014033
20230316,1.195352,-0.003755,1.122481,1.086628,-0.010721,0.006966
20230317,1.196423,0.000896,1.141950,1.068755,0.017344,-0.016448
20230320,1.192521,-0.003262,1.133377,1.073292,-0.007507,0.004245
20230321,1.189824,-0.002261,1.152254,1.052988,0.016656,-0.018917
20230322,1.193626,0.003195,1.166286,1.043531,0.012177,-0.008982
20230323,1.186330,-0.006113,1.167045,1.036472,0.000651,-0.006764
20230324,1.173636,-0.010701,1.171214,1.021679,0.003572,-0.014272
20230327,1.155593,-0.015373,1.175107,1.002577,0.003324,-0.018698
20230328,1.171594,0.013846,1.164810,1.025244,-0.008763,0.022609
20230329,1.153095,-0.015790,1.156759,1.016142,-0.006912,-0.008878
20230330,1.151603,-0.001294,1.136434,1.032681,-0.017571,0.016276
20230331,1.140904,-0.009290,1.153966,1.007156,0.015427,-0.024718
20230403,1.096155,-0.039222,1.175205,0.958496,0.018405,-0.048314
20230404,1.101114,0.004524,1.170876,0.966363,-0.003683,0.008207
20230406,1.122012,0.018979,1.166669,0.988176,-0.003593,0.022573
20230407,1.122343,0.000294,1.184404,0.973446,0.015201,-0.014907
20230410,1.145727,0.020835,1.157406,1.015917,-0.022794,0.043630
20230411,1.121911,-0.020787,1.166187,0.987092,0.007587,-0.028374
20230412,1.121074,-0.000746,1.189061,0.966994,0.019614,-0.020360
20230413,1.113185,-0.007037,1.174697,0.971871,-0.012080,0.005043
20230414,1.127390,0.012761,1.176814,0.982521,0.001802,0.010959
20230417,1.119580,-0.006927,1.155168,0.993787,-0.018393,0.011466
20230418,1.108773,-0.009652,1.142826,0.994812,-0.010684,0.001032
20230419,1.098114,-0.009613,1.146454,0.982091,0.003175,-0.012788
20230420,1.058062,-0.036473,1.150670,0.942659,0.003677,-0.040150
20230421,1.057051,-0.000956,1.098363,0.984609,-0.045458,0.044502
20230424,1.059089,0.001928,1.097426,0.987347,-0.000853,0.002780
20230425,1.066061,0.006583,1.072402,1.016360,-0.022802,0.029385
20230426,1.079332,0.012449,1.072356,1.029057,-0.000043,0.012492
20230427,1.104542,0.023357,1.065439,1.059730,-0.006450,0.029807
20230428,1.082884,-0.019608,1.106072,0.998536,0.038137,-0.057745
20230504,1.074199,-0.008021,1.115407,0.990340,0.008440,-0.008208
20230505,1.096950,0.021180,1.106854,1.018909,-0.007668,0.028848
20230508,1.086721,-0.009325,1.113712,1.003094,0.006196,-0.015521
20230509,1.104502,0.016362,1.097066,1.034500,-0.014947,0.031309
20230510,1.113180,0.007857,1.095899,1.043729,-0.001064,0.008921
20230511,1.139116,0.023300,1.110883,1.053776,0.013673,0.009626
20230512,1.134492,-0.004060,1.098857,1.060906,-0.010826,0.006766
20230515,1.125040,-0.008331,1.099308,1.051631,0.000411,-0.008742
20230516,1.131363,0.005620,1.079813,1.076192,-0.017734,0.023355
20230517,1.128532,-0.002503,1.099012,1.054364,0.017780,-0.020282
20230518,1.100289,-0.025026,1.116349,1.011344,0.015775,-0.040802
20230519,1.107905,0.006922,1.114190,1.020301,-0.001934,0.008856
20230522,1.113016,0.004613,1.107723,1.030930,-0.005805,0.010418
20230523,1.129899,0.015168,1.098511,1.055141,-0.008316,0.023484
20230524,1.109657,-0.017915,1.105253,1.029762,0.006137,-0.024052
20230525,1.089245,-0.018395,1.100962,1.014818,-0.003882,-0.014513
20230526,1.062989,-0.024105,1.105327,0.986332,0.003965,-0.028069
20230529,1.032951,-0.028259,1.093527,0.968990,-0.010676,-0.017582
20230530,1.007606,-0.024536,1.106465,0.933750,0.011832,-0.036368
20230531,1.008325,0.000713,1.113235,0.928703,0.006118,-0.005405
20230601,1.004999,-0.003298,1.130395,0.919103,0.015415,-0.010337
20230602,1.021835,0.016752,1.141254,0.925671,0.009606,0.007146
20230605,1.017996,-0.003757,1.151705,0.913717,0.009157,-0.012914
20230606,1.038895,0.020530,1.134973,0.945750,-0.014528,0.035058
20230607,1.030280,-0.008292,1.148088,0.926978,0.011556,-0.019848
20230608,1.035916,0.005470,1.134476,0.943040,-0.011857,0.017327
20230609,1.038995,0.002972,1.136455,0.944198,0.001744,0.001228
20230612,1.033315,-0.005467,1.143204,0.933428,0.005939,-0.011406
20230613,1.039302,0.005794,1.156733,0.927790,0.011834,-0.006041
20230614,1.051173,0.011422,1.162741,0.933569,0.005194,0.006229
20230615,1.046645,-0.004307,1.159254,0.932347,-0.002999,-0.001309
20230616,1.036114,-0.010062,1.170181,0.914178,0.009425,-0.019487
20230619,1.011337,-0.023913,1.168048,0.893983,-0.001822,-0.022091
20230620,0.992648,-0.018480,1.155534,0.887040,-0.010714,-0.007767
20230621,1.006355,0.013809,1.123636,0.923775,-0.027604,0.041413
20230626,1.011096,0.004711,1.088943,0.956650,-0.030876,0.035587
20230627,1.018906,0.007725,1.112797,0.943083,0.021906,-0.014181
20230628,1.021341,0.002390,1.098763,0.957231,-0.012612,0.015001
20230629,0.998194,-0.022663,1.105399,0.929756,0.006039,-0.028703
20230630,1.002448,0.004261,1.116777,0.924147,0.010293,-0.006032
20230703,1.013521,0.011046,1.119515,0.939835,0.002451,0.016975
20230704,0.996887,-0.016412,1.128227,0.917096,0.007782,-0.024194
20230705,1.018695,0.021876,1.125872,0.939073,-0.002087,0.023963
20230706,1.001236,-0.017138,1.128388,0.920880,0.002235,-0.019373
20230707,1.014810,0.013557,1.123516,0.937340,-0.004317,0.017874
20230710,1.035942,0.020824,1.126403,0.954451,0.002569,0.018255
20230711,1.049659,0.013241,1.140837,0.954858,0.012814,0.000427
20230712,1.068175,0.017639,1.122244,0.987264,-0.016298,0.033937
20230713,1.063856,-0.004043,1.134452,0.972533,0.010878,-0.014920
20230714,1.063997,0.000132,1.145529,0.963165,0.009765,-0.009633
20230717,1.072539,0.008028,1.145960,0.970536,0.000376,0.007653
20230718,1.078169,0.005249,1.143058,0.978088,-0.002533,0.007782
20230719,1.078654,0.000450,1.144328,0.977441,0.001112,-0.000661
20230720,1.093754,0.013998,1.134035,0.999915,-0.008995,0.022993
20230721,1.125809,0.029308,1.133654,1.029557,-0.000336,0.029644
20230724,1.118172,-0.006784,1.136204,1.020256,0.002250,-0.009033
20230725,1.122991,0.004310,1.155897,1.006970,0.017332,-0.013023
20230726,1.145061,0.019653,1.147069,1.034451,-0.007638,0.027291
20230727,1.161836,0.014650,1.141402,1.054716,-0.004940,0.019590
20230728,1.194978,0.028525,1.146244,1.080328,0.004242,0.024283
20230731,1.205732,0.008999,1.159828,1.077247,0.011851,-0.002852
20230801,1.186883,-0.015633,1.153430,1.077695,-0.005517,0.000416
20230802,1.188777,0.001596,1.159721,1.073537,0.005454,-0.003859
20230803,1.178139,-0.008949,1.148500,1.074317,-0.009676,0.000727
20230804,1.182334,0.003561,1.150122,1.076625,0.001413,0.002148
20230807,1.159966,-0.018919,1.143427,1.062524,-0.005822,-0.013097
20230808,1.160788,0.000709,1.140515,1.065983,-0.002546,0.003255
20230809,1.160587,-0.000174,1.128856,1.076695,-0.010223,0.010049
20230810,1.175016,0.012433,1.129600,1.089372,0.000659,0.011774
20230811,1.175981,0.000822,1.113526,1.105769,-0.014230,0.015051
20230814,1.164901,-0.009422,1.119339,1.089578,0.005220,-0.014642
20230815,1.151852,-0.011202,1.110542,1.085936,-0.007859,-0.003343
20230816,1.160050,0.007117,1.096519,1.107377,-0.012627,0.019744
20230817,1.150797,-0.007977,1.121796,1.073016,0.023052,-0.031029
20230818,1.141796,-0.007821,1.114901,1.071219,-0.006147,-0.001675
20230821,1.108319,-0.029320,1.103365,1.050895,-0.010347,-0.018972
20230822,1.095506,-0.011561,1.105028,1.037162,0.001508,-0.013069
20230823,1.092053,-0.003151,1.090213,1.047798,-0.013407,0.010255
20230824,1.124191,0.029428,1.089552,1.079269,-0.000607,0.030035
20230825,1.134355,0.009042,1.058070,1.120212,-0.028894,0.037936
20230828,1.160499,0.023047,1.069500,1.133929,0.010802,0.012245
20230829,1.131477,-0.025008,1.123139,1.048700,0.050154,-0.075162
20230830,1.147828,0.014451,1.144673,1.043748,0.019174,-0.004723
20230831,1.147840,0.000011,1.146609,1.041994,0.001691,-0.001680
20230901,1.164245,0.014292,1.139916,1.073311,-0.005837,0.030055
20230904,1.172160,0.006798,1.151826,1.069394,0.010448,-0.003650
20230905,1.195779,0.020150,1.146571,1.095821,-0.004563,0.024712
20230906,1.215729,0.016684,1.155017,1.106032,0.007367,0.009317
20230907,1.215931,0.000166,1.137877,1.122629,-0.014840,0.015006
20230908,1.224593,0.007124,1.141617,1.126935,0.003287,0.003836
20230911,1.234770,0.008311,1.149909,1.128116,0.007263,0.001047
20230912,1.237071,0.001863,1.147298,1.132780,-0.002271,0.004135
20230913,1.221207,-0.012824,1.138302,1.127135,-0.007841,-0.004983
20230914,1.235987,0.012103,1.126375,1.152587,-0.010478,0.022581
20230915,1.241180,0.004202,1.121052,1.162877,-0.004726,0.008928
20230918,1.243254,0.001671,1.127979,1.157633,0.006180,-0.004509
20230919,1.245161,0.001534,1.112142,1.175662,-0.014040,0.015574
20230920,1.252444,0.005849,1.104163,1.190974,-0.007175,0.013023
20230921,1.257249,0.003837,1.096787,1.203499,-0.006680,0.010517
20230922,1.253343,-0.003106,1.120857,1.173349,0.021945,-0.025052
20230925,1.255555,0.001764,1.110725,1.186026,-0.009040,0.010804
20230926,1.264265,0.006938,1.111084,1.193870,0.000324,0.006613
20230927,1.274511,0.008105,1.120612,1.193308,0.008575,-0.000471
20230928,1.288159,0.010708,1.131944,1.194019,0.010112,0.000596
20231009,1.228115,-0.046613,1.124076,1.159862,-0.006951,-0.028607
20231010,1.227067,-0.000853,1.130319,1.152431,0.005554,-0.006407
20231011,1.213550,-0.011016,1.135246,1.134712,0.004359,-0.015375
20231012,1.235676,0.018232,1.140332,1.150317,0.004480,0.013752
20231013,1.209569,-0.021128,1.131708,1.134713,-0.007563,-0.013565
20231016,1.215700,0.005069,1.121470,1.150730,-0.009046,0.014115
20231017,1.227009,0.009303,1.125259,1.157547,0.003378,0.005924
20231018,1.216731,-0.008377,1.102716,1.171040,-0.020033,0.011656
20231019,1.250540,0.027787,1.092964,1.213936,-0.008844,0.036630
20231020,1.274177,0.018901,1.074845,1.257005,-0.016578,0.035479
20231023,1.266218,-0.006246,1.049575,1.278706,-0.023510,0.017264
20231024,1.254858,-0.008972,1.079277,1.231049,0.028298,-0.037270
20231025,1.235888,-0.015117,1.098245,1.190804,0.017575,-0.032692
20231026,1.243028,0.005777,1.104712,1.190671,0.005889,-0.000112
20231027,1.257436,0.011591,1.115503,1.192841,0.009768,0.001823
20231030,1.256029,-0.001118,1.135364,1.170269,0.017804,-0.018923
20231031,1.269560,0.010773,1.129622,1.188795,-0.005058,0.015830
20231101,1.286219,0.013122,1.133008,1.211258,0.002998,0.018896
20231102,1.316904,0.023856,1.117395,1.256846,-0.013780,0.037637
20231103,1.332142,0.011572,1.144878,1.240477,0.024595,-0.013024
20231106,1.319076,-0.009808,1.176683,1.193849,0.027781,-0.037589
20231107,1.306109,-0.009831,1.184430,1.174253,0.006583,-0.016414
20231108,1.277330,-0.022034,1.185540,1.147278,0.000938,-0.022972
20231109,1.309437,0.025136,1.181731,1.179802,-0.003213,0.028348
20231110,1.319260,0.007502,1.178513,1.191866,-0.002724,0.010226
20231113,1.310245,-0.006834,1.197274,1.164748,0.015919,-0.022753
20231114,1.291873,-0.014022,1.207555,1.138414,0.008587,-0.022609
20231115,1.287816,-0.003140,1.212862,1.129836,0.004395,-0.007536
20231116,1.282331,-0.004259,1.205811,1.131592,-0.005813,0.001555
20231117,1.297523,0.011847,1.220574,1.131144,0.012243,-0.000396
20231120,1.295551,-0.001520,1.230343,1.120372,0.008003,-0.009523
20231121,1.313172,0.013601,1.217673,1.147147,-0.010297,0.023898
20231122,1.319254,0.004632,1.203212,1.166084,-0.011876,0.016508
20231123,1.326635,0.005594,1.223506,1.152940,0.016866,-0.011272
20231124,1.331543,0.003700,1.198532,1.180739,-0.020412,0.024112
20231127,1.346072,0.010911,1.205816,1.186447,0.006077,0.004834
20231128,1.366887,0.015464,1.217464,1.193333,0.009659,0.005804
20231129,1.380036,0.009620,1.216415,1.205840,-0.000861,0.010481
20231130,1.373130,-0.005004,1.202555,1.213546,-0.011395,0.006390
20231201,1.335440,-0.027448,1.205688,1.189939,0.002605,-0.019453
20231204,1.324964,-0.007845,1.206161,1.180137,0.000392,-0.008237
20231205,1.310593,-0.010846,1.181355,1.191608,-0.020566,0.009720
20231206,1.302938,-0.005841,1.188881,1.177057,0.006370,-0.012212
20231207,1.318266,0.011764,1.190799,1.189005,0.001614,0.010151
20231208,1.320677,0.001829,1.174131,1.207822,-0.013997,0.015826
20231211,1.304049,-0.012590,1.186742,1.179642,0.010741,-0.023331
20231212,1.302215,-0.001406,1.192920,1.171843,0.005205,-0.006612
20231213,1.305750,0.002714,1.186577,1.181254,-0.005317,0.008031
20231214,1.323975,0.013958,1.181384,1.202911,-0.004376,0.018334
20231215,1.331544,0.005717,1.180459,1.210729,-0.000783,0.006499
20231218,1.316764,-0.011100,1.165567,1.212565,-0.012616,0.001516
20231219,1.314295,-0.001875,1.171643,1.203971,0.005213,-0.007088
20231220,1.318542,0.003231,1.162956,1.216787,-0.007414,0.010645
20231221,1.305340,-0.010012,1.167667,1.199676,0.004051,-0.014063
20231222,1.325543,0.015477,1.147054,1.239422,-0.017653,0.033131
20231225,1.302037,-0.017733,1.142897,1.221934,-0.003624,-0.014109
20231226,1.283680,-0.014099,1.120926,1.228197,-0.019224,0.005125
20231227,1.274494,-0.007156,1.129061,1.210494,0.007258,-0.014414
20231228,1.316153,0.032687,1.151794,1.225689,0.020134,0.012552
20231229,1.310326,-0.004427,1.174753,1.195830,0.019933,-0.024361
20240102,1.316195,0.004479,1.178583,1.207717,0.003260,0.009940
20240103,1.348857,0.024815,1.175567,1.240778,-0.002560,0.027375
20240104,1.369796,0.015524,1.174710,1.260943,-0.000728,0.016252
20240105,1.396598,0.019566,1.155986,1.305714,-0.015940,0.035506
20240108,1.369982,-0.019058,1.134554,1.305038,-0.018540,-0.000517
20240109,1.386180,0.011824,1.137130,1.317505,0.002271,0.009553
20240110,1.420577,0.024814,1.124145,1.365243,-0.011419,0.036233
20240111,1.415139,-0.003828,1.145352,1.334261,0.018866,-0.022693
20240112,1.443851,0.020289,1.131140,1.377889,-0.012409,0.032698
20240115,1.432201,-0.008069,1.129240,1.369085,-0.001680,-0.006389
20240116,1.423248,-0.006251,1.120549,1.371063,-0.007696,0.001445
20240117,1.428356,0.003589,1.096700,1.405165,-0.021283,0.024873
20240118,1.408504,-0.013898,1.083536,1.402503,-0.012004,-0.001895
20240119,1.439608,0.022083,1.076139,1.443048,-0.006827,0.028909
20240122,1.424645,-0.010394,1.011728,1.514421,-0.059854,0.049460
20240123,1.435254,0.007447,1.010256,1.527902,-0.001454,0.008902
20240124,1.435601,0.000242,1.027023,1.502913,0.016597,-0.016355
20240125,1.458112,0.015680,1.071629,1.461204,0.043432,-0.027752
20240126,1.474515,0.011249,1.073256,1.475424,0.001518,0.009732
20240129,1.490815,0.011054,1.036215,1.542654,-0.034512,0.045567
20240130,1.512581,0.014600,0.996715,1.623983,-0.038120,0.052720
20240131,1.527571,0.009911,0.949214,1.717473,-0.047658,0.057568
20240201,1.477368,-0.032865,0.929483,1.714595,-0.020787,-0.001675
20240202,1.471121,-0.004228,0.881436,1.795976,-0.051692,0.047463
20240205,1.463555,-0.005143,0.789731,1.973592,-0.104040,0.098897
20240206,1.461162,-0.001635,0.795081,1.956995,0.006774,-0.008410
20240207,1.495467,0.023478,0.778817,2.042974,-0.020456,0.043934
20240208,1.547102,0.034528,0.853213,1.918361,0.095524,-0.060996
20240219,1.498749,-0.031254,0.881475,1.794859,0.033125,-0.064379
20240220,1.482890,-0.010582,0.894780,1.748774,0.015094,-0.025676
20240221,1.489022,0.004135,0.914885,1.716713,0.022468,-0.018333
20240222,1.474787,-0.009560,0.938032,1.656867,0.025301,-0.034861
20240223,1.462978,-0.008007,0.971666,1.584193,0.035856,-0.043862
20240226,1.476068,0.008947,0.996683,1.557578,0.025747,-0.016800
20240227,1.452041,-0.016278,1.023890,1.489707,0.027298,-0.043575
20240228,1.431418,-0.014203,0.943695,1.585229,-0.078324,0.064122
20240229,1.414438,-0.011862,0.974551,1.514591,0.032698,-0.044560
20240301,1.403706,-0.007587,0.985931,1.500514,0.011677,-0.009295
20240304,1.393086,-0.007566,0.987262,1.487136,0.001350,-0.008916
20240305,1.374413,-0.013404,0.968587,1.495333,-0.018916,0.005512
20240306,1.364369,-0.007308,0.980312,1.466305,0.012105,-0.019413
20240307,1.401938,0.027536,0.980405,1.506541,0.000095,0.027441
20240308,1.388204,-0.009796,0.982946,1.487877,0.002592,-0.012388
20240311,1.396532,0.005999,0.999826,1.471253,0.017173,-0.011173
20240312,1.397677,0.000820,1.010403,1.456894,0.010579,-0.009759
20240313,1.395752,-0.001377,1.013275,1.450747,0.002842,-0.004220
20240314,1.394334,-0.001016,1.005041,1.461062,-0.008126,0.007110
20240315,1.401001,0.004781,1.021088,1.444720,0.015966,-0.011185
20240318,1.396816,-0.002987,1.042332,1.410346,0.020805,-0.023793
20240319,1.397405,0.000422,1.039544,1.414714,-0.002675,0.003097
20240320,1.407142,0.006968,1.054219,1.404600,0.014117,-0.007149
20240321,1.408152,0.000718,1.054901,1.404700,0.000647,0.000071
20240322,1.410354,0.001564,1.043576,1.421976,-0.010735,0.012299
20240325,1.435518,0.017842,1.019797,1.479749,-0.022786,0.040628
20240326,1.453313,0.012396,1.014466,1.505828,-0.005228,0.017624
20240327,1.490131,0.025334,0.988842,1.582012,-0.025259,0.050593
20240328,1.484743,-0.003616,1.014855,1.534673,0.026307,-0.029923
20240329,1.487269,0.001702,1.025586,1.521058,0.010573,-0.008871
20240401,1.476322,-0.007361,1.054755,1.481487,0.028441,-0.026015
20240402,1.499894,0.015967,1.050017,1.511796,-0.004492,0.020459
20240403,1.553498,0.035738,1.042353,1.576860,-0.007299,0.043037
20240408,1.558038,0.002922,1.010367,1.629855,-0.030686,0.033608
20240409,1.592264,0.021968,1.021549,1.647622,0.011067,0.010901
20240410,1.567514,-0.015544,1.002032,1.653490,-0.019105,0.003561
20240411,1.620455,0.033774,1.001463,1.710274,-0.000568,0.034342
20240412,1.620369,-0.000053,0.994193,1.722597,-0.007259,0.007206
20240415,1.639192,0.011616,0.956949,1.807138,-0.037462,0.049078
20240416,1.696400,0.034900,0.899690,1.978339,-0.059835,0.094736
20240417,1.615365,-0.047769,0.955828,1.760393,0.062397,-0.110166
20240418,1.588157,-0.016843,0.951255,1.739165,-0.004784,-0.012059
20240419,1.547082,-0.025864,0.940308,1.714198,-0.011508,-0.014356
20240422,1.638570,0.059136,0.947252,1.802911,0.007384,0.051752
20240423,1.621489,-0.010425,0.959615,1.760585,0.013052,-0.023476
20240424,1.554229,-0.041480,0.975390,1.658615,0.016438,-0.057918
20240425,1.539740,-0.009322,0.983980,1.628545,0.008807,-0.018130
20240426,1.550427,0.006941,1.003743,1.607139,0.020085,-0.013144
20240429,1.530481,-0.012865,1.026495,1.550034,0.022667,-0.035532
20240430,1.579731,0.032179,1.027217,1.598822,0.000704,0.031475
20240506,1.513309,-0.042046,1.047993,1.514492,0.020225,-0.052745
20240507,1.492175,-0.013965,1.059594,1.476577,0.011070,-0.025035
20240508,1.479441,-0.008534,1.040360,1.490779,-0.018152,0.009618
20240509,1.485783,0.004287,1.055421,1.475587,0.014478,-0.010191
20240510,1.516280,0.020526,1.044477,1.521177,-0.010370,0.030896
20240513,1.525253,0.005918,1.022693,1.561906,-0.020857,0.026775
20240514,1.520927,-0.002836,1.024783,1.554282,0.002045,-0.004881
20240515,1.499980,-0.013772,1.017759,1.543530,-0.006854,-0.006918
20240516,1.480726,-0.012836,1.024296,1.513803,0.006422,-0.019259
20240517,1.472386,-0.005633,1.045747,1.473574,0.020942,-0.026575
20240520,1.467654,-0.003214,1.050412,1.462264,0.004461,-0.007675
20240521,1.479077,0.007783,1.033658,1.496968,-0.015950,0.023733
20240522,1.485549,0.004376,1.042405,1.490851,0.008462,-0.004086
20240523,1.494696,0.006157,1.019585,1.532668,-0.021892,0.028049
20240524,1.523353,0.019172,1.008534,1.578665,-0.010839,0.030011
20240527,1.511923,-0.007503,1.007261,1.568812,-0.001262,-0.006241
20240528,1.551148,0.025944,1.004395,1.613977,-0.002846,0.028789
20240529,1.542625,-0.005494,1.009370,1.597116,0.004953,-0.010447
20240530,1.569278,0.017278,1.007862,1.627095,-0.001493,0.018771
20240531,1.571932,0.001691,1.017752,1.613881,0.009812,-0.008121
20240603,1.517601,-0.034563,0.991697,1.615618,-0.025601,0.001076
20240604,1.504650,-0.008534,0.974102,1.630495,-0.017742,0.009208
20240605,1.531639,0.017937,0.952308,1.696221,-0.022373,0.040310
20240606,1.530367,-0.000830,0.910649,1.769013,-0.043745,0.042915
20240607,1.574038,0.028537,0.938423,1.765542,0.030499,-0.001962
20240611,1.550985,-0.014646,0.942723,1.731595,0.004582,-0.019228
20240612,1.529138,-0.014086,0.957663,1.679761,0.015848,-0.029934
20240613,1.540387,0.007357,0.961590,1.685231,0.004100,0.003257
20240614,1.550234,0.006392,0.964037,1.691715,0.002545,0.003847
20240617,1.549113,-0.000724,0.959006,1.699319,-0.005218,0.004495
20240618,1.516236,-0.021223,0.968303,1.646781,0.009694,-0.030917
20240619,1.521820,0.003683,0.968915,1.651804,0.000633,0.003050
20240620,1.586161,0.042279,0.963768,1.730417,-0.005312,0.047592
20240621,1.597529,0.007167,0.962435,1.745212,-0.001383,0.008550
20240624,1.582892,-0.009162,0.918201,1.809432,-0.045961,0.036798
20240625,1.600846,0.011343,0.922500,1.821485,0.004682,0.006661
20240626,1.621768,0.013069,0.951286,1.788452,0.031205,-0.018135
20240627,1.636355,0.008994,0.935641,1.833951,-0.016446,0.025441
20240628,1.596757,-0.024199,0.937504,1.785920,0.001991,-0.026190
20240701,1.584647,-0.007584,0.935966,1.794283,-0.001640,0.004683
20240702,1.612764,0.017743,0.938814,1.820660,0.003043,0.014701
20240703,1.648959,0.022443,0.929375,1.879826,-0.010054,0.032497
20240704,1.659118,0.006161,0.898663,1.953529,-0.033046,0.039207
